stream_id,streamer_name,platform,game_name,category,viewer_count,follower_count,language,start_time,capture_time,stream_title,platform_id,game_id
8-K71wbo6Fc,Philippine Esports Organization,YouTube,FINAL DAY MLBB Sibol National Team Selection Asian Games,,12166,12900,,2025-11-23T05:08:40Z,2025-11-23T13:48:10.724972+00:00,FINAL DAY MLBB Sibol National Team Selection Asian Games,UCjIScqP_aoRIs5XqhW9vlMQ,
rR7iaGlvNII,Gyan Gamingㅤ,YouTube,Free Fire LIVE with gyangaming,,10255,18500000,,2025-11-23T08:29:07Z,2025-11-23T13:48:10.724972+00:00,Free Fire LIVE with gyangaming,UChXi_PlJkRMPYFQBOJ3MpxA,
k3arYYbSdvU,TG TV 24-7,YouTube,Official 24/7 Typical Gamer Fortnite Stream!,,4866,1090000,,2025-11-22T03:19:39Z,2025-11-23T13:48:10.724972+00:00,Official 24/7 Typical Gamer Fortnite Stream!,UCWWwXggCAv3pm7gR-i88P2Q,
Sbb8NlfRW0U,NoobSapiens,YouTube,GROW A GARDEN STOCK AND TRADE 24/7 🔴 LIVE,,4349,1320000,,2025-05-20T14:10:43Z,2025-11-23T13:48:10.724972+00:00,GROW A GARDEN STOCK AND TRADE 24/7 🔴 LIVE,UCTCaAbCTUqFvEDYclnPP-KQ,
E1gSND2Apv0,Munna bhai gaming,YouTube,Grandmaster Rank Push Mama 😡 Free Fire Telugu Live - Munna Bhai is Live  - Telugu Gaming Live #MBG,,1865,3810000,,2025-11-23T13:30:14Z,2025-11-23T13:48:10.724972+00:00,Grandmaster Rank Push Mama 😡 Free Fire Telugu Live - Munna Bhai is Live  - Telugu Gaming Live #MBG,UC9p7jJPFcdKS5pVZtB4oSnw,
ixKp7h13MuU,NINJA TIME,YouTube,🔴 FREE FIRE LIVE👻GARENA FREE FIRE💀GUILD TEST LIVE !! GAMING NINJA #fflive #shortslive #ff #shorts,,1833,586000,,2025-11-23T08:15:32Z,2025-11-23T13:48:10.724972+00:00,🔴 FREE FIRE LIVE👻GARENA FREE FIRE💀GUILD TEST LIVE !! GAMING NINJA #fflive #shortslive #ff #shorts,UCNa-12YIScayXb6ZO34McPA,
6GYcl0zsVW4,Manya Gaming,YouTube,MANYA IS LIVE | PLAYING REDBULL SOLO LEGENDS | BGMI,,964,240000,,2025-11-22T23:22:06Z,2025-11-23T13:48:10.724972+00:00,MANYA IS LIVE | PLAYING REDBULL SOLO LEGENDS | BGMI,UCAs6HrnZCyAb1RuIqmoisGg,
UfCKQ_r-nic,VISHNU RAJPUT GAMING,YouTube,🔴[Live]  FINALLY REGION HOGAYA  - Free Fire !!,,716,590000,,2025-11-23T08:48:33Z,2025-11-23T13:48:10.724972+00:00,🔴[Live]  FINALLY REGION HOGAYA  - Free Fire !!,UCh_ilHTu7pYJ11_XKlT_9sA,
vyXWQdBlbYs,GS Gaming X,YouTube,Granny Live Gaming|Granwy Gameplay video live|Horror Escape Game,,717,630000,,2025-11-23T13:11:53Z,2025-11-23T13:48:10.724972+00:00,Granny Live Gaming|Granwy Gameplay video live|Horror Escape Game,UCkgNHzePfJ1j1TLZCPaQYbw,
xiou-xmlbDE,Pluvarion,YouTube,PLANTS VS BRAINROTS STOCK &amp; TRADE 24/7 🔴 LIVE |  ADMIN ABUSE COUNTDOWN | ROBLOX,,742,21700,,2025-10-15T16:19:39Z,2025-11-23T13:48:10.724972+00:00,PLANTS VS BRAINROTS STOCK &amp; TRADE 24/7 🔴 LIVE |  ADMIN ABUSE COUNTDOWN | ROBLOX,UCBT7eGdAzAsDknmksa14BfQ,
kl-G_9d4EAs,Dhanush FF Gamer,YouTube,NEW GAMING ROOM😨 | M1014 PRO👑 GUILD TRAILS | 1 VS 4🔥| FREE FIRE IN TELUGU #dfg #freefire,,513,1970000,,2025-11-23T06:24:57Z,2025-11-23T13:48:10.724972+00:00,NEW GAMING ROOM😨 | M1014 PRO👑 GUILD TRAILS | 1 VS 4🔥| FREE FIRE IN TELUGU #dfg #freefire,UCczxubEt1vQ_YBeAhafCxVw,
WkSmATFLwSE,ThijmenVC,YouTube,Live 🔴 |  24/7 STOCK &amp; TRADING in PLANTS VS BRAINROTS,,558,501000,,2025-11-01T21:06:31Z,2025-11-23T13:48:10.724972+00:00,Live 🔴 |  24/7 STOCK &amp; TRADING in PLANTS VS BRAINROTS,UCU7E74EVa0nbkEKXv0YZr-w,
eI2xYVDc6Dk,Shabbir Gaming,YouTube,BGMI RANK PUSH TO TOP 100 | BGMI LIVE,,279,264000,,2025-11-23T09:46:15Z,2025-11-23T13:48:10.724972+00:00,BGMI RANK PUSH TO TOP 100 | BGMI LIVE,UCwdoaYUb3504eicw7IcHxeA,
PvsTX3-pdaE,Nimit Walia,YouTube,Granny all Escapes - HORROR Game #granny #live #shortsfeed #shortslivestream #shortslive,,245,37300,,2025-11-23T10:29:29Z,2025-11-23T13:48:10.724972+00:00,Granny all Escapes - HORROR Game #granny #live #shortsfeed #shortslivestream #shortslive,UC8Cnq4n_KfF2pU5U_Ch8Wig,
6GRB-lQ8thg,KINGYASH LIVE,YouTube,FREE FIRE LIVE CUSTOM ROOM | FF LIVE GIVEAWAY ? 🔥❤️ #freefire #ff #freefirelive,,207,160000,,2025-11-23T07:54:23Z,2025-11-23T13:48:10.724972+00:00,FREE FIRE LIVE CUSTOM ROOM | FF LIVE GIVEAWAY ? 🔥❤️ #freefire #ff #freefirelive,UCof7vuQIBZe-WathpEE91Fg,
fZCStI8u3pc,Mir Hadi ,YouTube,Perfect Slices is Live Now Ep-09 #gaming #live #perfectslices,,230,19400,,2025-11-23T12:55:33Z,2025-11-23T13:48:10.724972+00:00,Perfect Slices is Live Now Ep-09 #gaming #live #perfectslices,UC5FoVVH1IbZE2yYBl1pbDgA,
ooDXdHKtFrw,Sap gaming,YouTube,GTA 5 Live 🔥| Superman Gameplay Part 73 | Grand Theft Auto V,,379,5580,,2025-11-23T13:15:49Z,2025-11-23T13:48:10.724972+00:00,GTA 5 Live 🔥| Superman Gameplay Part 73 | Grand Theft Auto V,UCumtR44SXLgU3z78KbElfLA,
z83jZPqzVpY,P3 High,YouTube,P3 HIGH IS LIVE 🔥😳 SQUID GAME LIVE STREAM PART 67,,82,4200,,2025-11-23T12:33:05Z,2025-11-23T13:48:10.724972+00:00,P3 HIGH IS LIVE 🔥😳 SQUID GAME LIVE STREAM PART 67,UC2fBF4ez43dMAAo7jsZqLKg,
NkN8Ywu8T7g,Ak Ke Fact,YouTube,🔥Worldwide Players in BARRED GAME Live#shorts#shortsfeed#viral#ayanquest #please#support#live stream,,106,4160,,2025-11-23T09:46:03Z,2025-11-23T13:48:10.724972+00:00,🔥Worldwide Players in BARRED GAME Live#shorts#shortsfeed#viral#ayanquest #please#support#live stream,UCDEnAs_BnnBV2VokYZlvMTw,
hwQOGidP5r8,RedChilD (👑),YouTube,CONQUEROR PUSH DAY 4❤️NORTH EAST MANIPUR GAMER #gamer     #live    #bgmi,,97,30500,,2025-11-23T12:37:40Z,2025-11-23T13:48:10.724972+00:00,CONQUEROR PUSH DAY 4❤️NORTH EAST MANIPUR GAMER #gamer     #live    #bgmi,UCaVuHuhiiaBlzPvN0QN_ZUA,
6mp9Hu8DL8U,Nick Eh 30 VODs,YouTube,Official NickEh30 Fortnite Stream (24/7),,89,132000,,2025-09-09T11:07:56Z,2025-11-23T13:48:10.724972+00:00,Official NickEh30 Fortnite Stream (24/7),UC8AQF1sXHCsfARZCX5COf_g,
fjtsE2JwAd4,jatin star ff ,YouTube,FREE FIRE LIVE CUSTOM ROOM GIVEAWAY | FF LIVE TEAM CODE GIVEAWAY | FF LIVE CUSTOM ROOM GIVEAWAY FF,,104,295000,,2025-11-23T05:51:09Z,2025-11-23T13:48:10.724972+00:00,FREE FIRE LIVE CUSTOM ROOM GIVEAWAY | FF LIVE TEAM CODE GIVEAWAY | FF LIVE CUSTOM ROOM GIVEAWAY FF,UCSho18aduvJbHLEt7_UqXog,
sXnnwQOddGc,NAWABISLIVE,YouTube,Free Fire LIVE Diamonds Giveaway || Teamcode &amp; Cs Custom Room Giveaway #freefirelive,,67,720000,,2025-11-23T04:10:51Z,2025-11-23T13:48:10.724972+00:00,Free Fire LIVE Diamonds Giveaway || Teamcode &amp; Cs Custom Room Giveaway #freefirelive,UCRWWzoOrQLPGJLKs1gAf2yA,
UkG0s_hIRqQ,Radhe Gaming ,YouTube,Indian Theft Auto Game Live Part 20,,56,9120,,2025-11-23T13:15:00Z,2025-11-23T13:48:10.724972+00:00,Indian Theft Auto Game Live Part 20,UCmElqToLNWUBoIBSPOnX-ww,
FlOppj3Y9mA,SM_GameRx,YouTube,WWE2k25 /23 Game Live Stream LIVE GAMING | Big Bang Matches,,92,10100,,2025-11-23T13:30:06Z,2025-11-23T13:48:10.724972+00:00,WWE2k25 /23 Game Live Stream LIVE GAMING | Big Bang Matches,UCW0mkBnWIMb9iTmpeSyDUmQ,
BFX-OUHv_WY,Soap,YouTube,"🔴📻Video Game Nostalgic Radio [24/7] Retro Music Live Stream ~☃️~ ​Nintendo, SEGA, PlayStation, PC...",,48,9690,,2025-09-25T17:22:27Z,2025-11-23T13:48:10.724972+00:00,"🔴📻Video Game Nostalgic Radio [24/7] Retro Music Live Stream ~☃️~ ​Nintendo, SEGA, PlayStation, PC...",UCyAZpSXoWCYE_FFHs-juRcw,
Ko89n3YrK5E,Saanu Gaming,YouTube,Saanu Gaming Is Live 💗UID Reaction 🤯| #freefire #freefireindia #freefirelive #ff #shorts #shortslive,,60,11400,,2025-11-23T13:24:59Z,2025-11-23T13:48:10.724972+00:00,Saanu Gaming Is Live 💗UID Reaction 🤯| #freefire #freefireindia #freefirelive #ff #shorts #shortslive,UCRI3WRsPGHHuLYR0EM1GlGw,
JllHadevjaU,GaMiNg WiTh NitroRev GT,YouTube,Amazing Gameplay Live - 3d Driving Class - Android Ios gameplay video - Car Game #gameplay #cargame,,31,2350,,2025-11-01T19:19:13Z,2025-11-23T13:48:10.724972+00:00,Amazing Gameplay Live - 3d Driving Class - Android Ios gameplay video - Car Game #gameplay #cargame,UCilrGW0pvXf2O3Kf7RCNNAw,
b4EIXN-t9Vk,KeysiFightingMethod,YouTube,"🔴 Giving 150,000 Robux to Every Viewer LIVE! (Roblox Robux Live) Free Robux Giveaway",,27,66300,,2025-08-12T03:01:42Z,2025-11-23T13:48:10.724972+00:00,"🔴 Giving 150,000 Robux to Every Viewer LIVE! (Roblox Robux Live) Free Robux Giveaway",UCniTDXBx66cJjONU7OHYtHQ,
hwG3bvxkSJQ,SourceSpy91,YouTube,The Last Of Us | 24/7 STREAM The Complete Story | 3 Full Games [Grounded Difficulty],,24,325000,,2025-06-14T13:56:48Z,2025-11-23T13:48:10.724972+00:00,The Last Of Us | 24/7 STREAM The Complete Story | 3 Full Games [Grounded Difficulty],UCs3xOOfZjz53j6_5Xl6kbuw,
kHh7oUVXWZg,Kohnyu,YouTube,Learning ARC Raiders - second day #arcriders #gaming #live,,20,88,,2025-11-23T10:28:53Z,2025-11-23T13:48:10.724972+00:00,Learning ARC Raiders - second day #arcriders #gaming #live,UCdlQTLrSeTGUOfpSGYtGyKQ,
vW-TFsVGRKk,SourceSpy91,YouTube,"Grand Theft Auto 3, Vice City &amp; San Andreas | 24/7 CHILL STREAM",,18,325000,,2024-11-16T18:09:24Z,2025-11-23T13:48:10.724972+00:00,"Grand Theft Auto 3, Vice City &amp; San Andreas | 24/7 CHILL STREAM",UCs3xOOfZjz53j6_5Xl6kbuw,
ITJjURL3yWo,Gaming with Beastt,YouTube,WWE 2K25 CUSTOM PLAYER TOURNAMENT #gaming #live #livestream #WWE2k25 #wwe #short #gaming #vertical,,16,1270,,2025-11-23T11:36:27Z,2025-11-23T13:48:10.724972+00:00,WWE 2K25 CUSTOM PLAYER TOURNAMENT #gaming #live #livestream #WWE2k25 #wwe #short #gaming #vertical,UCGixVo5pkwm8CjQQcwIJMew,
m4ams3lbEu0,TheBoosGaming,YouTube,🔴 STEAL A BRAINROT LIVE | GIVING SECRETS TO VIEWERS! *ADMIN ABUSE* (Roblox Giveaway) 🧠,,20,989000,,2025-07-31T22:52:28Z,2025-11-23T13:48:10.724972+00:00,🔴 STEAL A BRAINROT LIVE | GIVING SECRETS TO VIEWERS! *ADMIN ABUSE* (Roblox Giveaway) 🧠,UCxV80EJL3KFAOCn4vHalN3A,
ZxJf7k2QZ5M,TheBoosGaming,YouTube,🔴 PLS DONATE LIVE | GIVING ROBUX TO VIEWERS! (Roblox Giveaway) 💵,,17,989000,,2025-03-08T05:29:34Z,2025-11-23T13:48:10.724972+00:00,🔴 PLS DONATE LIVE | GIVING ROBUX TO VIEWERS! (Roblox Giveaway) 💵,UCxV80EJL3KFAOCn4vHalN3A,
7PsVZVWr2Ic,Neonate ,YouTube,🔴Live🔴Blooket with the viewers I Live Streaming Game for Everyone Play/Listen to Music/Chat,,17,59300,,2025-11-07T13:26:14Z,2025-11-23T13:48:10.724972+00:00,🔴Live🔴Blooket with the viewers I Live Streaming Game for Everyone Play/Listen to Music/Chat,UC3N08qSCz35Uw1RqQ6CPI3g,
7Mx23180bdo,J GAMER LIVE,YouTube,FREE FIRE NEPAL [BANGLADESH] SERVER CUSTOM | J GAMER LIVE,,18,16500,,2025-11-23T13:08:25Z,2025-11-23T13:48:10.724972+00:00,FREE FIRE NEPAL [BANGLADESH] SERVER CUSTOM | J GAMER LIVE,UCPPuM_zVOdPUQ-QajkA5lVQ,
5q8YQhEGffo,IOSARBX,YouTube,🔴 PERM FRUITS BLOX FRUITS GIVEAWAY - LIVE BLOX FRUITS GIFTING NOW LIVE! UPDATE,,22,1010000,,2025-05-15T18:57:40Z,2025-11-23T13:48:10.724972+00:00,🔴 PERM FRUITS BLOX FRUITS GIVEAWAY - LIVE BLOX FRUITS GIFTING NOW LIVE! UPDATE,UCZ8ZzfbxzPHYJfx2SCWB3Fw,
lD10CY1PubI,SAVA GAMING,YouTube,CUSTOMS ROOMS😱PUBG MOBILE LIVE STREAM #pubg #pubgmobile #live #ucgiveaway #customroom,,10,39000,,2025-11-23T05:27:02Z,2025-11-23T13:48:10.724972+00:00,CUSTOMS ROOMS😱PUBG MOBILE LIVE STREAM #pubg #pubgmobile #live #ucgiveaway #customroom,UCzSSlpIMNlsEuCtrlxEhNuw,
